name,code,pop
Indonesia,1,8.0
Ireland,4,9.0
Israel,4,8.5
Italy,34,7.91
Japan,6,5.83
Latvia,6,8.5
Lithuania,5,8.0
Luxembourg,1,8.0
Malaysia,2,10.0
Mexico,1,7.0
Netherlands,14,7.9
New Zealand,7,8.29
Norway,9,7.99
Peru,1,9.0
Philippines,1,5.0
Poland,39,8.47
Portugal,4,8.75
Romania,3,8.5
Russia,13,8.54
Republic of Serbia,3,8.5
Slovakia,1,9.0
South Africa,4,9.25
South Korea,9,7.92
Spain,66,8.22
Sweden,20,7.83
Switzerland,6,8.3
Taiwan,7,8.37
Thailand,5,7.9
Ukraine,8,8.88
USA,600,8.1
Venezuela,3,8.67
Vietnam,1,10.0
Argentina,11,8.74
Australia,55,8.12
Austria,21,9.07
Belgium,51,8.25
Brazil,35,8.45
Bulgaria,1,7.0
Canada,155,8.14
Chile,9,7.91
China,8,7.78
Colombia,4,8.63
Croatia,5,8.88
Czech Republic,10,7.5
Denmark,15,7.63
England,8,8.38
Estonia,3,9.0
Finland,29,8.27
France,20,8.01
Germany,228,8.28
Greece,21,8.17
Hungary,12,7.92
India,1,8.0
Indonesia,3,8.67
Ireland,6,8.33
Israel,12,8.25
Italy,55,8.23
Japan,33,7.98
Latvia,3,7.5
Lithuania,4,8.25
Luxembourg,1,7.0
Malaysia,7,8.07
Mexico,9,8.33
Moldova,1,9.0
Netherlands,55,8.05
New Zealand,17,7.36
Norway,19,8.59
Peru,1,7.5
Philippines,2,9.0
Poland,41,8.07
Portugal,10,8.5
Qatar,1,8.0
Romania,5,8.9
Russia,1,7.0
Saudi Arabia,1,9.0
Republic of Serbia,3,8.17
Slovakia,1,6.0
Slovenia,3,9.17
South Africa,4,9.0
South Korea,28,8.2
Spain,116,8.39
Sweden,40,7.67
Switzerland,14,7.96
Taiwan,17,8.38
Thailand,6,8.17
Ukraine,2,7.0
USA,894,8.06
Venezuela,3,8.33
Argentina,2,6.75
Australia,18,7.44
Austria,9,6.47
Belarus,2,8.75
Belgium,30,7.37
Brazil,18,7.57
Brunei,1,8.0
Canada,58,6.98
Chile,4,7.95
China,2,6.3
Colombia,1,7.5
Czech Republic,7,6.43
Denmark,6,6.67
England,3,6.67
Estonia,4,6.5
Finland,13,7.23
France,10,7.0
Germany,107,6.9
Greece,7,7.49
Hungary,7,7.36
India,2,8.0
Indonesia,1,6.2
Ireland,1,7.0
Israel,3,8.0
Italy,34,7.09
Japan,29,7.14
Lithuania,1,8.0
Malaysia,1,7.5
Netherlands,41,7.3
New Zealand,11,6.34
Norway,13,7.51
Poland,8,7.38
Portugal,5,6.5
Romania,1,8.0
Russia,4,6.5
Saudi Arabia,1,8.0
Republic of Serbia,2,8.25
Slovakia,1,5.0
Slovenia,1,9.0
South Africa,2,6.5
South Korea,12,6.43
Spain,28,7.44
Sweden,28,6.95
Switzerland,4,7.25
Taiwan,5,6.78
Thailand,1,7.0
Ukraine,2,8.75
USA,475,7.06
Venezuela,1,6.0
Argentina,9,8.41
Australia,42,7.89
Austria,3,7.0
Belarus,1,7.0
Belgium,14,7.86
Brazil,33,8.51
Bulgaria,4,9.0
Canada,107,8.02
Chile,4,7.85
China,10,8.25
Colombia,4,9.0
Costa Rica,1,8.0
Croatia,1,6.7
Czech Republic,3,6.33
Denmark,5,7.24
England,5,8.6
Estonia,3,7.98
Finland,4,7.38
France,22,7.8
Germany,48,7.28
Greece,18,8.93
Guatemala,1,9.0
Hungary,9,7.09
Iceland,1,9.0
India,4,8.0
Indonesia,1,8.5
Ireland,5,9.0
Israel,4,8.05
Italy,23,7.37
Japan,8,7.44
Kenya,1,7.5
Latvia,3,8.75
Lebanon,1,9.0
Lithuania,6,7.0
Luxembourg,2,5.25
Malaysia,4,8.38
Mexico,8,8.49
Netherlands,23,7.7
New Zealand,8,7.88
Norway,6,7.53
Peru,2,9.5
Philippines,7,8.43
Poland,35,8.08
Portugal,11,7.75
Qatar,1,2.2
Romania,7,8.85
Russia,7,7.43
Republic of Serbia,5,7.2
Slovakia,2,9.25
Slovenia,1,8.0
South Africa,4,7.88
South Korea,14,7.59
Spain,44,8.38
Sweden,22,7.5
Switzerland,6,8.25
Taiwan,10,8.84
Thailand,3,8.33
Ukraine,5,8.4
USA,602,7.91
Venezuela,2,9.5
Vietnam,2,8.75
Argentina,7,7.36
Australia,33,7.41
Austria,5,7.3
Belgium,14,7.39
Bolivia,1,9.0
Brazil,21,7.97
Bulgaria,1,10.0
Canada,95,7.7
Chile,6,7.67
China,3,7.23
Colombia,1,7.0
Czech Republic,8,7.88
Denmark,1,6.0
England,3,7.25
Finland,5,7.6
France,5,7.6
Germany,48,7.43
Greece,13,7.67
Guatemala,1,7.0
Hungary,3,7.0
India,2,8.0
Indonesia,1,8.0
Ireland,4,7.25
Italy,13,7.12
Japan,8,6.25
Latvia,1,9.0
Lithuania,1,9.0
Luxembourg,1,8.0
Malaysia,1,7.0
Mexico,7,8.43
Netherlands,24,7.52
New Zealand,8,7.06
Norway,7,6.54
Philippines,2,6.5
Poland,20,7.48
Portugal,3,7.0
Qatar,1,6.6
Romania,1,9.0
Russia,5,7.6
Republic of Serbia,1,7.0
Slovenia,1,10.0
South Africa,3,7.5
South Korea,7,8.29
Spain,70,7.62
Sweden,10,7.55
Switzerland,2,6.5
Taiwan,2,8.75
Thailand,6,6.5
Ukraine,2,6.8
USA,550,7.62
Uruguay,1,8.5
Argentina,3,6.33
Australia,30,6.02
Austria,1,6.0
Belarus,1,5.0
Belgium,6,7.0
Brazil,9,7.0
Brunei,1,7.0
Canada,69,6.27
Chile,5,6.78
China,4,6.0
Colombia,1,7.0
Denmark,6,4.83
England,3,6.67
Estonia,1,10.0
Finland,17,5.16
France,1,9.0
Germany,41,5.58
Greece,1,5.0
Hungary,1,9.5
India,1,6.0
Indonesia,1,2.0
Ireland,4,6.94
Israel,7,6.79
Italy,8,6.31
Japan,4,4.0
Malaysia,4,5.5
Mexico,2,6.0
Netherlands,18,6.85
New Zealand,6,6.08
Norway,5,5.8
Philippines,2,7.0
Poland,5,5.2
Qatar,1,8.0
Romania,2,7.25
Russia,4,5.75
Republic of Serbia,1,8.0
Slovakia,1,7.0
South Africa,1,4.0
South Korea,8,6.0
Spain,13,7.45
Sweden,27,5.74
Switzerland,3,7.0
Taiwan,1,6.0
Turkey,1,8.0
USA,1008,6.07
Argentina,1,7.0
Australia,52,7.63
Austria,3,6.0
Belarus,1,7.0
Belgium,8,7.34
Brazil,29,7.72
Brunei,1,7.0
Canada,152,7.51
Chile,5,7.1
China,12,6.93
Colombia,1,7.0
Croatia,1,7.3
Czech Republic,4,8.0
Denmark,4,7.0
England,8,7.31
Estonia,6,6.42
Finland,22,7.62
France,9,7.78
Germany,35,7.03
Greece,22,7.7
Hungary,9,7.67
Iceland,1,8.0
India,5,8.9
Indonesia,2,7.5
Ireland,4,7.75
Israel,9,7.47
Italy,18,7.34
Japan,17,6.62
Latvia,5,7.5
Lithuania,4,5.75
Malaysia,6,7.25
Mexico,4,6.75
Moldova,1,10.0
Netherlands,18,7.24
New Zealand,16,7.24
Norway,10,7.7
Philippines,3,8.67
Poland,25,7.68
Portugal,8,7.44
Romania,1,7.0
Russia,5,7.6
Saudi Arabia,1,8.0
Republic of Serbia,4,7.25
Slovakia,1,8.0
Slovenia,2,7.75
South Africa,5,7.0
South Korea,21,7.23
Spain,51,7.26
Sweden,21,7.14
Switzerland,2,7.5
Taiwan,18,7.48
Thailand,12,7.95
Turkey,2,7.75
Uganda,1,8.5
Ukraine,2,9.5
USA,886,7.56
Venezuela,1,7.0
Vietnam,1,6.5
Argentina,4,8.13
Australia,34,7.12
Austria,1,7.5
Belarus,1,7.0
Belgium,11,7.01
Bolivia,1,8.0
Brazil,18,7.55
Bulgaria,1,10.0
Canada,94,7.72
Chile,4,7.75
China,3,6.5
Colombia,3,7.33
Costa Rica,1,9.0
Croatia,1,7.0
Czech Republic,2,8.5
Denmark,5,7.94
England,6,6.42
Finland,7,7.21
France,7,7.63
Germany,34,7.36
Greece,3,7.83
Honduras,1,7.8
Hungary,5,7.8
Iceland,1,7.5
India,2,8.0
Indonesia,1,8.0
Ireland,4,7.63
Israel,5,7.63
Italy,8,7.0
Japan,5,5.6
Latvia,2,7.5
Lithuania,4,7.75
Malaysia,1,7.0
Mexico,12,7.8
Netherlands,15,7.46
New Zealand,8,6.69
Norway,6,7.25
Peru,1,6.0
Philippines,2,5.75
Poland,7,8.36
Portugal,4,7.23
Qatar,1,8.0
Romania,7,8.26
Russia,2,6.13
Republic of Serbia,2,7.25
Slovakia,1,10.0
Slovenia,3,9.0
South Africa,4,8.13
South Korea,8,7.25
Spain,35,6.99
Sri Lanka,1,7.0
Sweden,10,7.65
Switzerland,2,7.5
Taiwan,7,8.81
Thailand,4,6.88
Ukraine,2,7.6
USA,648,7.54
Uruguay,1,7.5
Vietnam,2,5.88
Argentina,18,7.1
Australia,67,7.11
Austria,6,7.0
Belarus,3,6.67
Belgium,24,7.67
Bolivia,1,7.0
Brazil,40,7.52
Bulgaria,3,7.5
Canada,159,7.24
Chile,15,6.79
China,8,6.73
Colombia,4,7.25
Costa Rica,2,7.5
Czech Republic,5,6.9
Denmark,9,6.51
England,12,6.92
Estonia,3,7.67
Finland,18,6.94
France,15,7.23
Germany,75,6.89
Greece,26,7.25
Hungary,6,7.0
India,3,7.33
Indonesia,1,6.0
Ireland,9,7.17
Israel,9,6.7
Italy,21,6.59
Japan,18,6.87
Latvia,3,7.33
Lithuania,1,8.0
Luxembourg,2,7.0
Malaysia,4,8.13
Mexico,13,7.54
Netherlands,31,7.26
New Zealand,11,6.96
Norway,8,6.81
Peru,1,7.0
Philippines,5,7.0
Poland,35,7.21
Portugal,17,7.02
Qatar,1,8.0
Romania,4,9.0
Russia,14,6.51
Republic of Serbia,2,6.0
Slovakia,2,8.5
Slovenia,3,8.67
South Africa,5,7.6
South Korea,8,7.5
Spain,120,6.96
Sweden,22,7.1
Switzerland,6,7.08
Taiwan,12,7.28
Thailand,9,7.16
Trinidad and Tobago,1,7.0
Uganda,1,7.5
Ukraine,6,7.22
USA,1325,7.23
Uruguay,4,7.63
Venezuela,1,7.0
Argentina,8,7.14
Australia,29,7.06
Austria,7,7.86
Belgium,18,7.67
Bolivia,1,10.0
Brazil,25,7.82
Canada,80,7.48
Chile,3,6.83
China,5,6.74
Colombia,1,8.0
Croatia,1,5.8
Czech Republic,4,6.5
Denmark,5,6.6
England,4,7.4
Estonia,5,7.24
Finland,8,7.63
France,8,7.43
Germany,42,7.27
Greece,16,7.29
Hungary,2,7.0
Iceland,1,7.0
Indonesia,1,7.5
Ireland,4,7.25
Israel,1,6.0
Italy,23,7.46
Japan,6,7.33
Latvia,1,7.0
Lebanon,1,7.0
Lithuania,4,7.75
Macedonia,1,9.0
Malaysia,5,6.3
Mexico,6,8.0
Netherlands,13,7.42
New Zealand,8,7.14
Norway,7,7.64
Peru,2,7.0
Philippines,3,4.67
Poland,8,6.81
Portugal,7,6.99
Qatar,2,6.5
Romania,5,7.36
Russia,5,7.6
Republic of Serbia,1,7.0
South Africa,2,6.5
South Korea,7,6.43
Spain,80,7.62
Sweden,16,7.24
Switzerland,3,5.33
Taiwan,1,6.0
Thailand,3,8.67
Ukraine,1,8.0
USA,478,7.4
Uruguay,2,8.0
Venezuela,1,9.0
Australia,16,7.09
Austria,4,7.0
Belgium,16,7.63
Brazil,9,7.21
Canada,66,7.18
Czech Republic,5,7.9
Denmark,9,6.67
England,9,6.89
Finland,10,6.7
France,13,7.46
Germany,55,7.56
Greece,14,7.58
Hungary,3,8.17
Ireland,2,7.0
Italy,52,7.3
Japan,9,6.0
Mongolia,1,7.0
Netherlands,18,7.48
New Zealand,9,7.24
Norway,12,6.67
Poland,2,8.5
Portugal,5,7.1
Qatar,1,7.2
Russia,1,9.0
Republic of Serbia,1,8.0
South Africa,1,7.0
South Korea,14,7.29
Spain,42,7.86
Sweden,27,6.77
Switzerland,3,7.67
Taiwan,2,7.0
USA,527,7.22
Venezuela,1,8.0
Albania,1,5.5
Argentina,4,7.25
Australia,49,7.78
Austria,8,8.5
Belgium,15,7.35
Bolivia,2,8.75
Brazil,30,8.67
Canada,167,7.73
Chile,5,6.3
China,13,7.93
Colombia,4,8.38
Croatia,2,9.0
Czech Republic,19,8.16
Denmark,11,7.16
England,8,8.06
Estonia,3,6.67
Finland,23,8.26
France,17,7.99
Germany,121,8.15
Greece,19,8.26
Guatemala,1,7.0
Hungary,7,7.57
India,1,7.5
Indonesia,4,7.88
Iran,1,3.0
Ireland,7,7.21
Israel,5,8.0
Italy,28,7.89
Japan,18,7.06
Latvia,4,6.25
Lithuania,6,8.17
Luxembourg,1,8.0
Malaysia,3,8.33
Mexico,4,7.7
Moldova,1,6.0
Netherlands,24,7.7
New Zealand,16,7.2
Norway,9,7.96
Philippines,2,6.5
Poland,62,7.48
Portugal,7,8.7
Qatar,1,6.8
Romania,4,8.23
Russia,13,7.85
Republic of Serbia,2,8.2
Slovakia,1,10.0
Slovenia,1,10.0
South Africa,2,7.25
South Korea,17,7.11
Spain,84,7.85
Sweden,25,7.44
Switzerland,5,7.9
Taiwan,16,7.82
Thailand,2,8.0
Turkey,1,6.0
Ukraine,3,8.5
USA,769,7.57
Vietnam,3,8.4
Argentina,7,8.71
Australia,21,7.42
Austria,6,5.83
Belgium,10,9.0
Brazil,15,8.92
Bulgaria,2,7.0
Canada,101,7.85
Chile,6,9.03
China,23,9.25
Colombia,2,7.5
Croatia,4,9.25
Czech Republic,9,7.11
Denmark,5,4.4
England,6,7.5
Finland,24,8.0
France,9,8.2
Germany,50,7.7
Greece,6,8.33
Guatemala,1,10.0
Hungary,8,8.13
India,2,7.4
Indonesia,1,8.0
Ireland,3,7.33
Israel,3,7.33
Italy,32,8.17
Japan,12,7.25
Latvia,2,5.5
Lithuania,4,9.0
Malaysia,3,8.26
Mexico,4,7.63
Netherlands,18,8.24
New Zealand,7,8.0
Norway,12,7.02
Peru,1,8.0
Poland,25,8.32
Portugal,2,7.45
Romania,2,9.5
Russia,10,7.35
Republic of Serbia,4,7.0
Slovenia,1,10.0
South Africa,2,7.5
South Korea,14,7.54
Spain,46,7.69
Sweden,23,7.39
Switzerland,4,8.63
Taiwan,10,8.85
Thailand,6,8.0
Turkey,1,9.0
USA,618,7.61
Venezuela,2,6.5
Australia,26,7.93
Austria,11,8.73
Belgium,27,7.93
Brazil,17,8.44
Canada,89,8.16
Chile,6,8.07
China,9,8.03
Colombia,2,7.75
Croatia,1,9.0
Czech Republic,7,7.71
Denmark,5,6.4
England,5,7.6
Estonia,1,10.0
Finland,13,7.65
France,17,8.1
Germany,95,8.13
Greece,12,7.83
Hungary,6,8.0
Iceland,1,8.5
India,4,8.13
Ireland,1,7.0
Israel,4,8.88
Italy,30,7.92
Japan,10,6.25
Lithuania,1,8.0
Luxembourg,1,8.8
Malaysia,2,7.5
Mexico,1,7.4
Netherlands,18,7.81
New Zealand,8,7.53
Norway,10,8.48
Philippines,1,2.0
Poland,32,8.44
Portugal,5,7.6
Romania,2,9.05
Slovenia,2,9.5
South Africa,1,7.0
South Korea,21,7.81
Spain,49,8.11
Sweden,20,8.13
Switzerland,4,8.5
Taiwan,13,8.15
Thailand,1,8.0
Ukraine,1,5.0
USA,456,7.66
Uruguay,1,9.0
Venezuela,2,10.0
Argentina,4,6.38
Australia,40,6.81
Austria,2,6.5
Belgium,18,7.24
Brazil,19,7.49
Canada,134,6.93
Chile,5,6.52
China,4,5.5
Colombia,1,6.5
Denmark,10,6.08
England,4,7.25
Estonia,3,6.67
Finland,29,6.39
France,9,6.39
Germany,55,7.16
Greece,26,7.34
Hungary,2,6.5
Ireland,1,5.0
Israel,6,6.25
Italy,23,6.9
Japan,5,5.6
Latvia,1,6.75
Lithuania,1,7.5
Malaysia,2,7.25
Mexico,3,6.17
Netherlands,25,7.0
New Zealand,5,7.2
Norway,15,6.97
Philippines,1,7.5
Poland,15,6.6
Portugal,10,6.51
Russia,2,7.0
Republic of Serbia,4,6.25
South Korea,7,6.29
Spain,34,6.74
Sweden,22,6.68
Switzerland,3,6.5
Taiwan,7,7.11
Thailand,3,8.33
Ukraine,2,6.5
USA,1080,6.91
Venezuela,1,9.0
Argentina,14,7.62
Australia,56,7.61
Austria,10,7.7
Belarus,1,6.0
Belgium,15,7.62
Brazil,44,7.69
Bulgaria,4,8.0
Canada,136,7.3
Chile,11,8.17
China,14,7.79
Colombia,6,6.92
Croatia,5,7.48
Czech Republic,7,8.0
Denmark,7,6.86
England,9,7.41
Estonia,2,7.75
Finland,15,7.62
France,25,7.7
Germany,122,7.31
Greece,20,7.76
Guatemala,1,8.0
Hungary,15,7.23
Iceland,1,6.0
India,4,7.38
Indonesia,2,9.0
Ireland,3,8.5
Israel,10,7.74
Italy,32,7.45
Japan,24,7.0
Latvia,5,7.45
Lithuania,9,6.5
Luxembourg,3,6.67
Malaysia,2,8.0
Mexico,13,8.41
Moldova,2,10.0
Netherlands,17,7.42
New Zealand,14,7.67
Norway,7,6.71
Peru,2,7.0
Philippines,6,6.67
Poland,32,7.05
Portugal,15,7.27
Qatar,1,5.8
Romania,11,7.07
Russia,9,7.44
Saudi Arabia,2,5.5
Republic of Serbia,5,8.2
Slovakia,1,5.0
Slovenia,4,8.0
South Africa,1,9.0
South Korea,20,6.91
Spain,90,7.34
Sri Lanka,1,7.0
Sweden,25,7.08
Switzerland,12,7.48
Taiwan,18,7.85
Thailand,7,7.64
Turkey,1,7.0
Ukraine,1,7.0
USA,735,7.5
Uruguay,1,8.0
Venezuela,2,7.5
Vietnam,2,7.38
Zambia,1,4.0
Argentina,4,7.13
Australia,57,6.87
Austria,2,6.5
Belarus,1,7.0
Belgium,19,7.14
Bolivia,1,10.0
Brazil,26,7.31
Brunei,1,8.0
Canada,113,6.86
Chile,10,7.39
China,6,6.83
Colombia,2,6.5
Croatia,3,8.0
Czech Republic,5,6.0
Denmark,10,6.4
England,11,7.14
Estonia,6,6.58
Finland,19,6.95
France,18,7.81
Germany,60,7.06
Greece,16,7.1
Hungary,8,7.2
Iceland,2,7.5
India,5,7.2
Indonesia,2,6.15
Ireland,8,7.25
Israel,5,6.62
Italy,15,7.41
Japan,29,6.92
Latvia,3,6.83
Lithuania,1,8.0
Luxembourg,1,6.0
Malaysia,5,7.4
Mexico,6,7.08
Moldova,1,10.0
Netherlands,27,7.14
New Zealand,11,6.96
Norway,14,6.86
Peru,1,7.0
Philippines,3,7.33
Poland,48,6.62
Portugal,9,6.91
Qatar,1,6.0
Romania,6,8.23
Russia,14,6.36
Republic of Serbia,2,8.0
Slovakia,1,5.0
Slovenia,2,7.5
South Africa,2,7.75
South Korea,11,7.14
Spain,76,6.98
Sweden,21,6.43
Switzerland,4,6.13
Taiwan,9,6.89
Thailand,5,6.62
Turkey,1,7.0
Ukraine,3,7.33
USA,662,6.99
Uruguay,1,7.5
Vietnam,2,7.0
Argentina,13,7.8
Australia,53,7.3
Austria,9,6.5
The Bahamas,1,9.0
Belarus,1,8.0
Belgium,21,7.66
Brazil,37,8.01
Bulgaria,2,7.5
Canada,155,7.45
Chile,7,7.63
China,17,7.43
Colombia,3,8.5
Croatia,3,9.0
Czech Republic,5,8.0
Denmark,9,6.2
England,11,7.55
Estonia,4,7.25
Finland,12,6.5
France,9,8.19
Germany,82,7.53
Greece,22,7.95
Hungary,14,7.54
India,4,8.0
Indonesia,2,8.0
Iran,2,8.5
Ireland,7,7.71
Israel,9,7.28
Italy,32,7.76
Japan,6,5.67
Latvia,5,7.62
Lithuania,2,7.0
Luxembourg,3,7.33
Malaysia,4,8.7
Mexico,5,7.94
Netherlands,29,7.19
New Zealand,10,6.99
Norway,8,6.78
Peru,1,7.5
Philippines,5,6.3
Poland,70,7.46
Portugal,18,7.81
Qatar,1,6.2
Romania,4,7.68
Russia,10,7.63
Republic of Serbia,3,7.87
Slovakia,3,8.0
Slovenia,2,9.5
South Africa,4,7.25
South Korea,10,7.25
Spain,111,7.65
Sweden,18,7.36
Switzerland,7,8.29
Taiwan,16,7.49
Thailand,4,6.38
Uganda,1,6.0
Ukraine,4,8.75
USA,854,7.49
Uruguay,1,8.0
Vietnam,1,5.25
Argentina,3,7.33
Australia,28,7.46
Austria,12,6.38
Belarus,1,9.5
Belgium,17,7.61
Brazil,30,7.96
Bulgaria,1,7.0
Canada,88,7.57
Chile,12,8.17
China,11,7.5
Colombia,1,10.0
Croatia,5,8.88
Czech Republic,7,8.21
Denmark,5,7.0
England,8,7.88
Estonia,2,9.0
Finland,25,7.57
France,13,7.69
Germany,112,7.58
Greece,21,7.79
Guatemala,1,7.0
Hungary,8,7.68
India,1,8.0
Indonesia,2,5.0
Ireland,4,7.75
Israel,3,8.4
Italy,19,7.59
Japan,17,7.46
Latvia,8,7.38
Lithuania,1,7.0
Luxembourg,2,7.4
Malaysia,3,6.83
Mexico,5,7.3
Moldova,2,9.5
Netherlands,30,7.62
New Zealand,10,7.16
Norway,14,7.18
Peru,1,7.0
Philippines,3,7.33
Poland,44,7.82
Portugal,12,7.42
Qatar,1,6.8
Romania,4,8.63
Russia,7,7.0
Saudi Arabia,1,8.0
Republic of Serbia,1,6.0
Slovenia,5,8.6
South Africa,3,7.33
South Korea,18,7.61
Spain,66,7.72
Sweden,17,7.5
Switzerland,4,8.25
Taiwan,11,7.86
Thailand,4,8.25
Ukraine,1,8.0
USA,705,7.52
Argentina,9,8.66
Australia,24,8.04
Austria,9,8.33
Belarus,1,7.0
Belgium,19,7.95
Brazil,35,8.17
Bulgaria,2,8.25
Canada,63,7.94
Chile,5,7.96
China,14,8.03
Colombia,1,9.0
Croatia,3,8.17
Czech Republic,6,7.67
Denmark,6,7.87
England,7,7.25
Estonia,2,8.5
Finland,8,8.1
France,9,7.99
Germany,105,7.85
Greece,14,8.44
Guatemala,1,8.0
Hungary,6,6.88
Iceland,1,9.0
India,5,8.7
Indonesia,1,8.5
Iran,1,8.0
Ireland,4,8.13
Israel,6,8.22
Italy,29,7.76
Japan,21,8.16
Latvia,4,8.56
Lithuania,4,7.25
Luxembourg,1,7.0
Malaysia,3,8.0
Mexico,6,7.96
Netherlands,34,8.01
New Zealand,7,7.5
Norway,7,7.86
Peru,1,6.0
Philippines,6,9.08
Poland,25,7.88
Portugal,9,8.77
Qatar,1,3.4
Romania,8,8.88
Russia,7,8.07
Saudi Arabia,1,9.0
Republic of Serbia,4,8.5
Slovakia,2,8.5
Slovenia,2,8.5
South Africa,2,8.5
South Korea,8,8.0
Spain,40,7.63
Sweden,12,7.46
Switzerland,12,7.92
Taiwan,14,8.01
Thailand,7,8.46
Turkey,4,8.63
Ukraine,2,9.5
USA,408,7.94
Venezuela,1,9.0
Vietnam,2,7.5
Argentina,13,8.38
Australia,43,7.95
Austria,6,7.08
Belgium,11,8.08
Bolivia,1,8.0
Brazil,35,8.18
Brunei,1,8.0
Bulgaria,6,8.08
Canada,131,7.79
Chile,8,7.44
China,14,7.94
Colombia,2,7.0
Croatia,2,7.75
Czech Republic,4,7.75
Denmark,8,6.96
England,12,7.67
Estonia,2,7.6
Finland,16,7.35
France,29,8.04
Germany,54,7.45
Greece,21,7.94
Hungary,11,8.07
Iceland,1,8.0
India,4,9.63
Indonesia,2,7.75
Iran,1,10.0
Ireland,5,6.9
Israel,9,7.64
Italy,20,7.93
Japan,30,7.35
Latvia,3,8.42
Lithuania,2,9.0
Malaysia,6,8.4
Mexico,8,8.22
Moldova,1,9.0
Netherlands,19,7.55
New Zealand,9,7.27
Norway,8,7.43
Peru,2,8.0
Philippines,2,9.0
Poland,42,7.82
Portugal,14,7.83
Romania,7,8.29
Russia,15,7.7
Saudi Arabia,2,7.5
Republic of Serbia,4,7.38
Slovakia,2,7.0
Slovenia,3,8.67
South Africa,3,8.0
South Korea,10,7.95
Spain,106,7.49
Sweden,15,7.7
Switzerland,8,7.81
Taiwan,10,8.19
Thailand,8,7.19
Turkey,2,7.75
Uganda,1,7.5
Ukraine,8,7.68
USA,607,7.82
Uruguay,1,9.0
Venezuela,1,4.0
Vietnam,2,7.5
Argentina,4,6.5
Australia,24,5.98
Austria,5,5.0
Belarus,1,5.0
Belgium,11,5.64
Brazil,27,6.62
Bulgaria,2,5.5
Canada,59,5.53
Chile,2,6.0
China,3,5.67
Croatia,4,5.5
Czech Republic,5,6.1
Denmark,2,7.5
England,1,5.0
Estonia,7,5.71
Finland,10,5.67
France,4,6.75
Germany,58,6.12
Greece,9,6.17
Guatemala,1,6.0
Hungary,6,6.25
India,1,7.0
Indonesia,1,7.0
Ireland,2,6.5
Israel,1,5.0
Italy,22,6.75
Japan,5,5.8
Latvia,1,6.0
Lithuania,4,6.0
Malaysia,2,4.5
Mexico,9,6.68
Moldova,1,7.0
Netherlands,17,6.21
New Zealand,6,5.31
Norway,5,5.4
Peru,1,6.0
Philippines,3,7.0
Poland,38,6.31
Portugal,5,6.12
Romania,10,7.2
Russia,13,5.83
Slovakia,1,7.0
Slovenia,2,5.5
South Africa,3,4.67
South Korea,18,5.26
Spain,33,6.28
Sri Lanka,1,7.0
Sweden,10,5.7
Switzerland,5,7.1
Taiwan,2,5.5
Turkey,1,5.0
Ukraine,3,5.33
USA,514,5.46
Venezuela,1,6.0
Vietnam,1,4.0
Argentina,20,7.85
Australia,80,7.54
Austria,8,7.75
Belarus,1,5.0
Belgium,33,7.72
Bolivia,2,8.5
Brazil,57,8.05
Bulgaria,9,7.5
Canada,251,7.81
Chile,12,7.05
China,10,6.32
Colombia,7,7.71
Costa Rica,3,8.33
Croatia,3,8.0
Czech Republic,8,7.63
Denmark,12,7.43
England,7,7.07
Estonia,1,9.0
Finland,16,7.65
France,34,7.53
Germany,108,7.6
Greece,24,7.89
Guatemala,2,7.75
Hungary,8,8.25
Iceland,3,8.0
India,4,7.75
Indonesia,5,7.5
Ireland,10,8.15
Israel,15,7.61
Italy,31,7.25
Japan,27,6.95
Latvia,7,7.29
Lithuania,9,7.31
Luxembourg,4,6.63
Malaysia,6,7.88
Mexico,26,8.07
Moldova,2,9.0
Netherlands,32,7.42
New Zealand,14,7.74
Norway,12,6.75
Peru,4,8.25
Philippines,9,8.61
Poland,62,7.53
Portugal,22,8.02
Qatar,2,7.0
Romania,13,7.69
Russia,13,7.65
Saudi Arabia,2,7.5
Republic of Serbia,7,7.21
Slovakia,3,7.67
Slovenia,5,8.38
South Africa,10,7.55
South Korea,10,6.35
Spain,121,7.2
Sri Lanka,1,6.0
Sweden,35,7.19
Switzerland,11,7.29
Taiwan,17,7.38
Thailand,10,7.3
Turkey,1,6.5
Ukraine,8,8.31
USA,1322,7.68
Uruguay,2,8.25
Venezuela,3,7.0
Vietnam,2,6.88
Argentina,6,7.83
Australia,34,7.57
Austria,11,8.23
Belarus,1,8.0
Belgium,17,7.01
Brazil,15,7.04
Brunei,1,8.5
Bulgaria,3,8.0
Canada,90,7.27
Chile,4,7.88
China,7,7.8
Croatia,2,6.55
Czech Republic,4,7.5
Denmark,6,7.67
England,9,7.35
Estonia,1,8.0
Finland,14,6.91
France,17,7.57
Germany,128,7.4
Greece,14,8.08
Guatemala,1,7.5
Hungary,8,7.63
Iceland,1,7.5
India,1,7.0
Ireland,7,7.57
Israel,2,6.0
Italy,17,6.69
Japan,20,7.18
Latvia,6,7.83
Lithuania,2,6.5
Luxembourg,1,6.0
Malaysia,3,9.2
Mexico,2,8.5
Netherlands,16,7.52
New Zealand,14,6.74
Norway,5,7.16
Philippines,1,5.0
Poland,35,7.81
Portugal,8,7.56
Qatar,1,8.0
Romania,5,6.7
Russia,8,7.84
Saudi Arabia,1,9.0
Republic of Serbia,2,9.5
South Africa,1,7.0
South Korea,5,7.44
Spain,35,7.49
Sweden,23,7.53
Switzerland,12,7.0
